activity name,time started,time ended,comment,categories,record tags,duration,duration minutes
Rebeca casa,2024-04-02 09:13:11,2024-04-02 13:03:20,,,,3:50:9,230
Izan ,2024-04-02 10:00:49,2024-04-02 12:45:52,,,,2:45:3,165
Work,2024-04-02 12:45:55,2024-04-02 17:58:58,,,,5:13:3,313
Work,2024-04-03 06:00:18,2024-04-03 09:14:24,,,,3:14:6,194
Izan ,2024-04-03 09:14:28,2024-04-03 14:00:11,,,,4:45:43,285
Work,2024-04-03 14:00:26,2024-04-03 18:03:29,,,,4:3:3,243
Work,2024-04-04 06:05:28,2024-04-04 11:38:57,,,,5:33:29,333
espalda pilates,2024-04-04 11:39:06,2024-04-04 14:40:51,,,,3:1:45,181
Work,2024-04-04 14:00:53,2024-04-04 18:00:33,,,,3:59:40,239
Work,2024-04-05 04:30:36,2024-04-05 12:41:41,,,,8:11:5,491
Rebeca casa,2024-04-05 06:30:40,2024-04-05 12:41:42,,,,6:11:2,371
espalda pilates,2024-04-05 12:41:44,2024-04-05 13:30:10,,,,0:48:26,48
Rebeca casa,2024-04-05 12:41:48,2024-04-05 13:30:10,,,,0:48:22,48
Work,2024-04-05 13:30:57,2024-04-05 18:53:40,,,,5:22:43,322
Rebeca casa,2024-04-05 13:30:59,2024-04-05 18:53:40,,,,5:22:41,322
Work,2024-04-06 05:15:44,2024-04-06 05:56:51,,,,0:41:7,41
Work,2024-04-06 07:09:19,2024-04-06 08:59:20,,,,1:50:1,110
Work,2024-04-07 15:03:58,2024-04-07 15:29:37,,,,0:25:39,25
Rebeca casa,2024-04-07 15:04:00,2024-04-07 15:29:36,,,,0:25:36,25
Work,2024-04-09 07:42:08,2024-04-09 08:00:08,,,,0:18:0,18
Work,2024-04-09 09:10:19,2024-04-09 11:30:59,,,,2:20:40,140
Work,2024-04-09 14:30:39,2024-04-09 18:16:12,,,,3:45:33,225
Work,2024-04-10 06:00:19,2024-04-10 08:00:34,,,,2:0:15,120
Work,2024-04-10 08:59:45,2024-04-10 10:45:12,,,,1:45:27,105
Work,2024-04-10 13:50:18,2024-04-10 17:50:52,,,,4:0:34,240
Work,2024-04-16 10:30:27,2024-04-16 11:45:31,,,,1:15:4,75
Izan ,2024-04-16 11:45:35,2024-04-16 13:00:39,,,,1:15:4,75
Work,2024-04-16 13:00:53,2024-04-16 18:20:12,,,,5:19:19,319
Rebeca casa,2024-04-16 17:30:12,2024-04-16 18:56:44,,,,1:26:32,86
Work,2024-04-17 07:18:09,2024-04-17 08:12:00,,,,0:53:51,53
Work,2024-04-17 09:52:26,2024-04-17 10:33:30,,,,0:41:4,41
Work,2024-04-17 10:33:34,2024-04-17 11:41:31,,,,1:7:57,67
Izan ,2024-04-17 11:41:34,2024-04-17 12:51:49,,,,1:10:15,70
Work,2024-04-17 13:10:42,2024-04-17 17:42:44,,,,4:32:2,272
Work,2024-04-18 12:39:52,2024-04-18 13:54:49,,,,1:14:57,74
Work,2024-04-18 15:25:30,2024-04-18 21:16:25,,,,5:50:55,350
Work,2024-04-19 07:17:31,2024-04-19 13:33:09,,,,6:15:38,375
Work,2024-04-19 14:30:12,2024-04-19 15:57:54,,,,1:27:42,87
Work,2024-04-22 06:20:05,2024-04-22 07:26:37,,,,1:6:32,66
Work,2024-04-22 09:11:43,2024-04-22 12:48:42,,,,3:36:59,216
Work,2024-04-22 15:00:07,2024-04-22 18:14:37,,,,3:14:30,194
Work,2024-04-23 07:00:47,2024-04-23 07:42:21,,,,0:41:34,41
Work,2024-04-23 10:04:38,2024-04-23 12:19:07,,,,2:14:29,134
Work,2024-04-23 14:43:44,2024-04-23 16:55:43,,,,2:11:59,131
Rebeca casa,2024-04-24 07:52:34,2024-04-24 09:00:35,,,,1:8:1,68
Work,2024-04-24 07:52:35,2024-04-24 10:30:34,,,,2:37:59,157
Work,2024-04-24 14:20:25,2024-04-24 18:17:27,,,,3:57:2,237
Work,2024-04-25 06:06:32,2024-04-25 09:17:32,,,,3:11:0,191
Work,2024-04-25 09:18:24,2024-04-25 11:30:16,,,,2:11:52,131
espalda pilates,2024-04-25 11:30:21,2024-04-25 13:00:21,,,,1:30:0,90
Work,2024-04-25 13:00:23,2024-04-25 17:32:47,,,,4:32:24,272
Work,2024-04-29 09:00:41,2024-04-29 11:33:28,,,,2:32:47,152
espalda pilates,2024-04-29 11:33:32,2024-04-29 13:00:31,,,,1:26:59,86
Work,2024-04-29 13:00:33,2024-04-29 17:43:44,,,,4:43:11,283
Work,2024-04-30 05:59:21,2024-04-30 09:40:44,,,,3:41:23,221
Work,2024-04-30 10:59:33,2024-04-30 13:00:48,,,,2:1:15,121
Work,2024-04-30 15:12:25,2024-04-30 18:18:44,,,,3:6:19,186
Work,2024-05-02 05:38:31,2024-05-02 11:30:47,,,,5:52:16,352
Work,2024-05-02 14:00:46,2024-05-02 16:45:28,,,,2:44:42,164
Work,2024-05-02 16:45:01,2024-05-02 16:49:15,,,,0:4:14,4
Rebeca casa,2024-05-02 16:45:05,2024-05-02 16:49:14,,,,0:4:9,4
Work,2024-05-07 07:21:01,2024-05-07 10:28:33,,,,3:7:32,187
Work,2024-05-07 10:28:33,2024-05-07 11:50:51,,,,1:22:18,82
Work,2024-05-07 14:25:59,2024-05-07 16:27:01,,,,2:1:2,121
Work,2024-05-08 06:16:09,2024-05-08 06:34:31,,,,0:18:22,18
Work,2024-05-08 09:42:27,2024-05-08 12:00:18,,,,2:17:51,137
Work,2024-05-08 14:15:19,2024-05-08 16:30:48,,,,2:15:29,135
Izan ,2024-05-08 16:30:58,2024-05-08 17:39:27,,,,1:8:29,68
Work,2024-05-08 17:39:32,2024-05-08 20:00:55,,,,2:21:23,141
Work,2024-05-13 08:30:47,2024-05-13 11:38:33,,,,3:7:46,187
Work,2024-05-13 14:30:32,2024-05-13 16:30:32,,,,2:0:0,120
Work,2024-05-14 06:37:11,2024-05-14 08:00:06,,,,1:22:55,82
Work,2024-05-14 09:14:54,2024-05-14 11:39:03,,,,2:24:9,144
Work,2024-05-14 14:30:03,2024-05-14 16:30:33,,,,2:0:30,120
Work,2024-05-15 05:30:28,2024-05-15 07:10:42,,,,1:40:14,100
Rebeca casa,2024-05-15 07:10:16,2024-05-15 07:45:19,,,,0:35:3,35
Izan ,2024-05-15 07:45:24,2024-05-15 09:00:59,,,,1:15:35,75
Rebeca casa,2024-05-15 07:45:28,2024-05-15 09:00:58,,,,1:15:30,75
Work,2024-05-15 09:00:01,2024-05-15 12:01:29,,,,3:1:28,181
espalda pilates,2024-05-15 12:01:42,2024-05-15 14:17:27,,,,2:15:45,135
Work,2024-05-15 14:17:59,2024-05-15 16:45:59,,,,2:28:0,148
Work,2024-05-16 07:07:40,2024-05-16 07:39:17,,,,0:31:37,31
Izan ,2024-05-16 07:39:21,2024-05-16 08:53:45,,,,1:14:24,74
Work,2024-05-16 08:53:47,2024-05-16 11:45:28,,,,2:51:41,171
Rebeca casa,2024-05-16 08:53:54,2024-05-16 09:00:28,,,,0:6:34,6
espalda pilates,2024-05-16 11:45:37,2024-05-16 16:25:14,,,,4:39:37,279
Work,2024-05-16 16:25:15,2024-05-16 16:50:51,,,,0:25:36,25
Izan ,2024-05-16 16:50:00,2024-05-16 18:00:15,,,,1:10:15,70
Rebeca casa,2024-05-16 17:30:19,2024-05-16 18:57:44,,,,1:27:25,87
Work,2024-05-16 18:00:17,2024-05-16 18:57:43,,,,0:57:26,57
Work,2024-05-17 04:19:55,2024-05-17 11:40:55,,,,7:21:0,441
Rebeca casa,2024-05-17 11:40:55,2024-05-17 14:02:58,,,,2:22:3,142
espalda pilates,2024-05-17 11:40:58,2024-05-17 14:03:33,,,,2:22:35,142
Work,2024-05-17 14:02:04,2024-05-17 14:39:23,,,,0:37:19,37
Work,2024-05-17 15:11:47,2024-05-17 17:50:47,,,,2:39:0,159
Work,2024-05-20 05:30:20,2024-05-20 07:57:56,,,,2:27:36,147
Izan ,2024-05-20 07:58:01,2024-05-20 08:46:49,,,,0:48:48,48
Work,2024-05-20 08:46:52,2024-05-20 11:29:32,,,,2:42:40,162
Work,2024-05-20 16:00:49,2024-05-20 17:09:28,,,,1:8:39,68
Izan ,2024-05-20 17:09:31,2024-05-21 18:00:43,,,,24:51:12,1491
Work,2024-05-21 06:25:12,2024-05-21 07:13:15,,,,0:48:3,48
Work,2024-05-21 09:45:12,2024-05-21 11:53:38,,,,2:8:26,128
espalda pilates,2024-05-21 11:53:55,2024-05-21 14:07:47,,,,2:13:52,133
Work,2024-05-21 14:07:48,2024-05-21 16:50:23,,,,2:42:35,162
Izan ,2024-05-21 16:50:33,2024-05-21 19:11:25,,,,2:20:52,140
Work,2024-05-21 18:00:30,2024-05-21 20:00:44,,,,2:0:14,120
Work,2024-05-22 06:07:34,2024-05-22 07:13:37,,,,1:6:3,66
Izan ,2024-05-22 07:13:49,2024-05-22 09:30:15,,,,2:16:26,136
Rebeca casa,2024-05-22 07:13:55,2024-05-22 09:00:15,,,,1:46:20,106
Work,2024-05-22 09:30:22,2024-05-22 12:14:07,,,,2:43:45,163
espalda pilates,2024-05-22 12:14:21,2024-05-22 15:01:04,,,,2:46:43,166
Work,2024-05-22 15:01:07,2024-05-22 15:34:55,,,,0:33:48,33
Work,2024-05-22 16:08:24,2024-05-22 16:57:15,,,,0:48:51,48
Izan ,2024-05-22 16:57:23,2024-05-22 17:58:51,,,,1:1:28,61
Rebeca casa,2024-05-22 17:58:57,2024-05-22 19:03:47,,,,1:4:50,64
Work,2024-05-22 17:59:03,2024-05-22 19:03:48,,,,1:4:45,64
Work,2024-05-23 05:48:24,2024-05-23 12:32:44,,,,6:44:20,404
Rebeca casa,2024-05-23 05:48:25,2024-05-23 12:32:43,,,,6:44:18,404
Work,2024-05-23 14:30:30,2024-05-23 19:30:17,,,,4:59:47,299
Rebeca casa,2024-05-23 14:30:30,2024-05-23 19:30:18,,,,4:59:48,299
Work,2024-05-24 02:07:57,2024-05-24 03:19:33,,,,1:11:36,71
Work,2024-05-24 05:11:04,2024-05-24 07:45:41,,,,2:34:37,154
Izan ,2024-05-24 07:45:54,2024-05-24 08:31:12,,,,0:45:18,45
Work,2024-05-24 08:31:14,2024-05-24 09:21:58,,,,0:50:44,50
Rebeca casa,2024-05-24 08:31:18,2024-05-24 09:21:57,,,,0:50:39,50
Work,2024-05-24 09:22:00,2024-05-24 14:57:30,,,,5:35:30,335
Work,2024-05-24 14:57:33,2024-05-24 16:03:51,,,,1:6:18,66
Work,2024-05-25 15:21:57,2024-05-25 16:30:32,,,,1:8:35,68
Work,2024-05-27 06:00:31,2024-05-27 07:34:52,,,,1:34:21,94
Work,2024-05-27 07:45:08,2024-05-27 11:50:48,,,,4:5:40,245
Work,2024-05-27 14:08:36,2024-05-27 16:48:34,,,,2:39:58,159
Work,2024-05-28 04:03:08,2024-05-28 04:29:34,,,,0:26:26,26
Work,2024-05-28 05:27:38,2024-05-28 07:30:47,,,,2:3:9,123
Work,2024-05-28 08:37:50,2024-05-28 11:48:14,,,,3:10:24,190
Work,2024-05-28 14:28:26,2024-05-28 16:45:18,,,,2:16:52,136
Work,2024-05-29 05:20:34,2024-05-29 12:20:06,,,,6:59:32,419
Work,2024-05-29 15:58:22,2024-05-29 16:45:40,,,,0:47:18,47
Work,2024-05-30 05:28:27,2024-05-30 07:15:44,,,,1:47:17,107
Work,2024-05-30 07:54:56,2024-05-30 09:40:55,,,,1:45:59,105
Work,2024-05-30 10:22:40,2024-05-30 12:10:32,,,,1:47:52,107
Work,2024-05-30 14:21:59,2024-05-30 15:57:34,,,,1:35:35,95
Work,2024-05-31 04:07:48,2024-05-31 07:05:07,,,,2:57:19,177
Work,2024-05-31 08:30:53,2024-05-31 12:14:50,,,,3:43:57,223
Work,2024-06-04 06:30:58,2024-06-04 07:45:41,,,,1:14:43,74
Work,2024-06-04 08:10:12,2024-06-04 11:40:31,,,,3:30:19,210
Work,2024-06-04 13:51:36,2024-06-04 16:40:30,,,,2:48:54,168
Work,2024-06-04 17:17:45,2024-06-04 18:25:16,,,,1:7:31,67
Work,2024-06-05 07:12:57,2024-06-05 07:40:41,,,,0:27:44,27
Work,2024-06-05 08:55:14,2024-06-05 11:40:16,,,,2:45:2,165
Work,2024-06-05 13:56:37,2024-06-05 18:15:50,,,,4:19:13,259
Work,2024-06-06 07:00:49,2024-06-06 08:11:17,,,,1:10:28,70
Work,2024-06-06 09:18:13,2024-06-06 10:58:25,,,,1:40:12,100
Work,2024-06-06 11:06:15,2024-06-06 11:30:16,,,,0:24:1,24
Work,2024-06-06 14:19:56,2024-06-06 16:58:07,,,,2:38:11,158
Work,2024-06-10 06:05:19,2024-06-10 07:45:51,,,,1:40:32,100
Work,2024-06-10 08:25:01,2024-06-10 12:04:55,,,,3:39:54,219
Work,2024-06-10 16:00:45,2024-06-10 16:58:42,,,,0:57:57,57
Work,2024-06-10 18:00:22,2024-06-10 18:30:01,,,,0:29:39,29
Work,2024-06-11 06:09:24,2024-06-11 07:45:13,,,,1:35:49,95
Work,2024-06-11 08:44:21,2024-06-11 12:30:22,,,,3:46:1,226
Work,2024-06-11 14:30:58,2024-06-11 16:20:02,,,,1:49:4,109
Work,2024-06-11 17:30:02,2024-06-11 18:40:53,,,,1:10:51,70
Work,2024-06-12 07:06:54,2024-06-12 07:37:48,,,,0:30:54,30
Work,2024-06-12 08:45:43,2024-06-12 11:00:44,,,,2:15:1,135
Work,2024-06-12 12:00:23,2024-06-12 12:30:07,,,,0:29:44,29
Work,2024-06-12 14:35:27,2024-06-12 16:30:54,,,,1:55:27,115
Work,2024-06-12 17:59:15,2024-06-12 18:55:51,,,,0:56:36,56
Work,2024-06-13 04:27:12,2024-06-13 06:30:12,,,,2:3:0,123
Work,2024-06-13 08:25:22,2024-06-13 08:32:31,,,,0:7:9,7
Work,2024-06-13 08:41:11,2024-06-13 10:55:15,,,,2:14:4,134
Work,2024-06-13 14:03:57,2024-06-13 18:32:34,,,,4:28:37,268
Work,2024-06-14 02:50:34,2024-06-14 03:05:23,,,,0:14:49,14
Work,2024-06-14 06:56:52,2024-06-14 08:45:20,,,,1:48:28,108
Work,2024-06-14 09:20:01,2024-06-14 12:30:26,,,,3:10:25,190
Work,2024-06-14 14:35:59,2024-06-14 16:30:53,,,,1:54:54,114
Work,2024-06-17 09:00:19,2024-06-17 11:30:54,,,,2:30:35,150
Work,2024-06-17 14:00:02,2024-06-17 16:30:05,,,,2:30:3,150
Work,2024-06-18 09:00:54,2024-06-18 16:00:59,,,,7:0:5,420
Work,2024-06-19 06:26:53,2024-06-19 07:44:51,,,,1:17:58,77
Work,2024-06-19 09:00:21,2024-06-19 11:56:22,,,,2:56:1,176
Work,2024-06-19 15:00:21,2024-06-19 16:54:39,,,,1:54:18,114
Work,2024-06-19 18:07:36,2024-06-19 18:23:57,,,,0:16:21,16
Work,2024-06-20 03:50:01,2024-06-20 05:27:43,,,,1:37:42,97
Work,2024-06-20 10:33:22,2024-06-20 11:56:24,,,,1:23:2,83
Work,2024-06-20 13:42:08,2024-06-20 16:30:21,,,,2:48:13,168
Work,2024-06-21 04:13:51,2024-06-21 06:00:50,,,,1:46:59,106
Work,2024-06-21 09:30:50,2024-06-21 11:30:35,,,,1:59:45,119
Work,2024-06-21 13:45:59,2024-06-21 16:30:04,,,,2:44:5,164
Work,2024-06-21 18:01:28,2024-06-21 18:27:59,,,,0:26:31,26
Work,2024-06-21 19:12:38,2024-06-21 19:56:23,,,,0:43:45,43
Work,2024-06-22 04:16:05,2024-06-22 05:32:57,,,,1:16:52,76
Work,2024-06-22 06:26:01,2024-06-22 06:59:06,,,,0:33:5,33
Work,2024-06-23 05:08:26,2024-06-23 06:15:33,,,,1:7:7,67
Work,2024-06-25 07:15:29,2024-06-25 12:49:10,,,,5:33:41,333
Work,2024-06-25 14:10:30,2024-06-25 14:45:15,,,,0:34:45,34
Work,2024-06-25 15:39:22,2024-06-25 18:23:36,,,,2:44:14,164
Work,2024-06-26 07:20:35,2024-06-26 11:37:06,,,,4:16:31,256
Work,2024-06-26 14:46:34,2024-06-26 16:04:53,,,,1:18:19,78
Work,2024-06-26 16:37:01,2024-06-26 18:09:47,,,,1:32:46,92
Work,2024-06-27 05:14:31,2024-06-27 11:43:26,,,,6:28:55,388
Work,2024-06-27 12:30:26,2024-06-27 13:00:44,,,,0:30:18,30
Work,2024-06-27 14:45:06,2024-06-27 17:30:27,,,,2:45:21,165
Work,2024-06-28 04:56:59,2024-06-28 06:05:20,,,,1:8:21,68
Work,2024-06-28 07:48:36,2024-06-28 11:28:21,,,,3:39:45,219
Work,2024-06-28 12:24:03,2024-06-28 14:35:59,,,,2:11:56,131
Work,2024-06-28 15:45:00,2024-06-28 17:43:00,,,,1:58:0,118
Work,2024-06-29 06:34:22,2024-06-29 08:22:07,,,,1:47:45,107
Work,2024-07-01 06:10:06,2024-07-01 13:18:13,,,,7:8:7,428
Work,2024-07-01 13:44:21,2024-07-01 14:32:04,,,,0:47:43,47
Work,2024-07-01 15:36:01,2024-07-01 16:53:53,,,,1:17:52,77
Work,2024-07-02 07:40:01,2024-07-02 13:48:30,,,,6:8:29,368
Work,2024-07-02 15:03:45,2024-07-02 18:00:33,,,,2:56:48,176
Work,2024-07-03 06:18:27,2024-07-03 07:07:14,,,,0:48:47,48
Work,2024-07-03 07:16:49,2024-07-03 11:14:14,,,,3:57:25,237
Work,2024-07-03 12:38:33,2024-07-03 13:01:17,,,,0:22:44,22
Work,2024-07-03 15:06:41,2024-07-03 19:06:18,,,,3:59:37,239
Work,2024-07-05 06:15:31,2024-07-05 13:14:41,,,,6:59:10,419
Work,2024-07-05 15:25:21,2024-07-05 15:57:40,,,,0:32:19,32
Work,2024-07-05 17:00:21,2024-07-05 18:30:35,,,,1:30:14,90
Work,2024-07-08 06:53:14,2024-07-08 13:03:26,,,,6:10:12,370
Work,2024-07-08 14:00:08,2024-07-08 18:12:58,,,,4:12:50,252
Work,2024-07-09 06:42:56,2024-07-09 13:26:00,,,,6:43:4,403
Work,2024-07-09 14:20:42,2024-07-09 18:30:23,,,,4:9:41,249
Work,2024-07-10 06:20:44,2024-07-10 12:33:35,,,,6:12:51,372
Work,2024-07-10 13:00:44,2024-07-10 15:30:29,,,,2:29:45,149
Work,2024-07-10 16:10:14,2024-07-10 18:02:16,,,,1:52:2,112
Work,2024-07-10 18:00:47,2024-07-10 19:00:47,,,,1:0:0,60
Work,2024-07-11 04:30:55,2024-07-11 06:17:05,,,,1:46:10,106
Work,2024-07-11 07:59:55,2024-07-11 11:43:55,,,,3:44:0,224
Work,2024-07-11 14:05:22,2024-07-11 20:43:58,,,,6:38:36,398
Work,2024-07-12 06:38:18,2024-07-12 12:30:05,,,,5:51:47,351
Work,2024-07-12 14:41:31,2024-07-12 17:46:48,,,,3:5:17,185
Work,2024-07-22 06:39:13,2024-07-22 07:40:38,,,,1:1:25,61
Work,2024-07-22 08:15:59,2024-07-22 14:15:32,,,,5:59:33,359
Work,2024-07-22 15:44:11,2024-07-22 19:19:19,,,,3:35:8,215
Work,2024-07-23 09:10:56,2024-07-23 11:53:25,,,,2:42:29,162
Work,2024-07-23 15:16:57,2024-07-23 16:29:26,,,,1:12:29,72
Work,2024-07-23 16:38:35,2024-07-23 17:30:22,,,,0:51:47,51
Work,2024-07-24 07:17:00,2024-07-24 07:45:16,,,,0:28:16,28
Work,2024-07-24 08:18:32,2024-07-24 11:43:50,,,,3:25:18,205
Work,2024-07-24 15:13:07,2024-07-24 17:39:07,,,,2:26:0,146
Work,2024-07-25 08:02:03,2024-07-25 11:38:38,,,,3:36:35,216
Work,2024-07-25 13:50:53,2024-07-25 18:30:03,,,,4:39:10,279
Work,2024-07-26 06:50:12,2024-07-26 07:30:29,,,,0:40:17,40
Work,2024-07-26 08:16:44,2024-07-26 11:40:49,,,,3:24:5,204
Work,2024-07-26 14:51:53,2024-07-26 17:30:29,,,,2:38:36,158
Work,2024-07-29 09:51:25,2024-07-29 11:50:00,,,,1:58:35,118
Work,2024-07-29 12:16:15,2024-07-29 12:30:07,,,,0:13:52,13
Work,2024-07-29 14:45:46,2024-07-29 18:42:14,,,,3:56:28,236
Work,2024-07-30 06:04:18,2024-07-30 07:45:23,,,,1:41:5,101
Work,2024-07-30 09:22:36,2024-07-30 11:24:08,,,,2:1:32,121
Work,2024-07-30 12:51:03,2024-07-30 13:14:47,,,,0:23:44,23
Work,2024-07-30 14:37:21,2024-07-30 15:32:08,,,,0:54:47,54
Work,2024-07-30 17:41:48,2024-07-30 20:02:26,,,,2:20:38,140
Work,2024-07-31 09:27:58,2024-07-31 11:52:46,,,,2:24:48,144
Work,2024-07-31 15:35:26,2024-07-31 18:55:40,,,,3:20:14,200
espalda pilates,2024-08-01 05:15:45,2024-08-01 06:19:43,,,,1:3:58,63
Work,2024-08-01 06:18:37,2024-08-01 08:15:40,,,,1:57:3,117
Izan ,2024-08-01 08:15:40,2024-08-01 09:01:54,,,,0:46:14,46
Work,2024-08-01 09:02:13,2024-08-01 11:05:27,,,,2:3:14,123
Work,2024-08-01 13:30:07,2024-08-01 18:30:30,,,,5:0:23,300
Work,2024-08-01 20:00:30,2024-08-01 21:00:54,,,,1:0:24,60
Work,2024-08-02 07:27:00,2024-08-02 07:44:44,,,,0:17:44,17
Work,2024-08-02 08:27:51,2024-08-02 11:16:10,,,,2:48:19,168
Work,2024-08-02 13:15:57,2024-08-02 17:00:01,,,,3:44:4,224
Work,2024-08-06 09:05:35,2024-08-06 12:26:34,,,,3:20:59,200
Work,2024-08-06 14:00:48,2024-08-06 17:00:40,,,,2:59:52,179
Work,2024-08-07 08:24:11,2024-08-07 11:45:41,,,,3:21:30,201
Work,2024-08-07 12:35:38,2024-08-07 17:15:28,,,,4:39:50,279
Work,2024-08-08 06:10:07,2024-08-08 11:15:01,,,,5:4:54,304
Work,2024-08-08 12:15:39,2024-08-08 15:25:29,,,,3:9:50,189
Work,2024-08-08 16:45:52,2024-08-08 17:42:44,,,,0:56:52,56
Work,2024-08-09 08:46:13,2024-08-09 12:31:48,,,,3:45:35,225
Work,2024-08-09 12:57:37,2024-08-09 13:44:30,,,,0:46:53,46
Work,2024-08-09 16:39:58,2024-08-09 17:30:18,,,,0:50:20,50
Work,2024-08-10 08:30:20,2024-08-10 08:56:05,,,,0:25:45,25
Work,2024-08-19 04:15:07,2024-08-19 04:55:11,,,,0:40:4,40
Work,2024-08-19 05:50:41,2024-08-19 07:50:41,,,,2:0:0,120
Work,2024-08-19 07:51:26,2024-08-19 08:30:26,,,,0:39:0,39
Work,2024-08-19 08:30:12,2024-08-19 14:00:15,,,,5:30:3,330
Work,2024-08-19 16:30:18,2024-08-19 18:50:19,,,,2:20:1,140
Work,2024-08-20 07:54:51,2024-08-20 11:30:00,,,,3:35:9,215
Work,2024-08-20 12:16:13,2024-08-20 12:24:36,,,,0:8:23,8
Work,2024-08-20 15:32:28,2024-08-20 17:50:38,,,,2:18:10,138
Work,2024-08-21 08:20:02,2024-08-21 13:15:06,,,,4:55:4,295
Work,2024-08-21 15:37:55,2024-08-21 16:17:03,,,,0:39:8,39
Work,2024-08-24 05:30:33,2024-08-24 07:30:33,,,,2:0:0,120
Work,2024-08-24 06:14:05,2024-08-24 08:15:40,,,,2:1:35,121
Work,2024-08-24 09:00:52,2024-08-24 10:34:42,,,,1:33:50,93
Work,2024-08-24 09:05:56,2024-08-24 10:04:21,,,,0:58:25,58
Work,2024-08-24 10:29:05,2024-08-24 11:41:08,,,,1:12:3,72
Work,2024-08-24 12:30:55,2024-08-24 19:00:56,,,,6:30:1,390
Work,2024-08-24 13:45:03,2024-08-24 16:17:03,,,,2:32:0,152
Work,2024-08-24 19:05:58,2024-08-24 19:57:49,,,,0:51:51,51
Work,2024-08-25 05:00:21,2024-08-25 07:44:09,,,,2:43:48,163
Work,2024-08-25 11:30:26,2024-08-25 12:00:23,,,,0:29:57,29
Work,2024-08-25 12:45:54,2024-08-25 15:15:54,,,,2:30:0,150
Work,2024-08-25 13:00:54,2024-08-25 15:30:10,,,,2:29:16,149
Work,2024-08-26 06:23:25,2024-08-26 07:47:18,,,,1:23:53,83
Work,2024-08-26 09:04:33,2024-08-26 11:25:54,,,,2:21:21,141
Work,2024-08-26 13:37:53,2024-08-26 13:55:52,,,,0:17:59,17
Work,2024-08-27 07:00:21,2024-08-27 08:00:46,,,,1:0:25,60
Work,2024-08-27 09:35:55,2024-08-27 16:45:21,,,,7:9:26,429
Work,2024-08-28 06:00:56,2024-08-28 07:12:58,,,,1:12:2,72
Work,2024-08-28 08:27:45,2024-08-28 10:09:31,,,,1:41:46,101
Work,2024-08-28 10:50:31,2024-08-28 12:45:32,,,,1:55:1,115
Work,2024-08-29 07:50:49,2024-08-29 12:00:59,,,,4:10:10,250
Work,2024-08-29 16:00:01,2024-08-29 18:47:29,,,,2:47:28,167
Work,2024-08-30 06:15:25,2024-08-30 13:00:55,,,,6:45:30,405
Work,2024-08-30 13:46:20,2024-08-30 13:52:55,,,,0:6:35,6
Work,2024-08-30 14:20:14,2024-08-30 17:45:25,,,,3:25:11,205
Work,2024-09-01 03:45:25,2024-09-01 05:45:25,,,,2:0:0,120
Work,2024-09-01 05:48:19,2024-09-01 06:47:18,,,,0:58:59,58
Work,2024-09-16 05:32:12,2024-09-16 11:39:51,,,,6:7:39,367
Work,2024-09-16 14:30:35,2024-09-16 15:15:40,,,,0:45:5,45
Work,2024-09-16 16:00:09,2024-09-16 17:00:09,,,,1:0:0,60
Work,2024-09-17 07:30:28,2024-09-17 08:13:38,,,,0:43:10,43
Work,2024-09-17 09:00:50,2024-09-17 09:15:02,,,,0:14:12,14
Work,2024-09-17 09:52:11,2024-09-17 10:20:16,,,,0:28:5,28
Work,2024-09-17 15:12:49,2024-09-17 16:33:22,,,,1:20:33,80
Work,2024-09-18 06:18:28,2024-09-18 06:27:51,,,,0:9:23,9
Work,2024-09-18 06:50:05,2024-09-18 09:59:38,,,,3:9:33,189
Work,2024-09-18 12:34:50,2024-09-18 16:15:44,,,,3:40:54,220
Work,2024-09-18 16:55:58,2024-09-18 17:46:57,,,,0:50:59,50
coding,2024-09-19 05:00:57,2024-09-19 06:00:57,,,,1:0:0,60
Work,2024-09-19 06:00:58,2024-09-19 11:16:23,,,,5:15:25,315
espalda pilates,2024-09-19 11:24:43,2024-09-19 12:45:46,,,,1:21:3,81
Work,2024-09-19 18:22:21,2024-09-19 19:00:01,,,,0:37:40,37
Work,2024-09-19 19:05:05,2024-09-19 19:20:20,,,,0:15:15,15
coding,2024-09-20 04:30:43,2024-09-20 06:10:56,,,,1:40:13,100
Work,2024-09-20 06:10:58,2024-09-20 09:20:55,,,,3:9:57,189
Sleep,2024-09-20 08:41:13,2024-09-20 09:05:54,,,,0:24:41,24
espalda pilates,2024-09-20 09:28:14,2024-09-20 10:28:57,,,,1:0:43,60
Work,2024-09-20 10:28:58,2024-09-20 10:58:25,,,,0:29:27,29
pee,2024-09-20 10:39:05,2024-09-20 10:39:07,,,,0:0:2,0
coffee,2024-09-20 10:50:54,2024-09-20 10:50:55,,,,0:0:1,0
comer ,2024-09-20 10:59:00,2024-09-20 11:01:29,,comer ,,0:2:29,2
espalda pilates,2024-09-20 11:04:55,2024-09-20 11:53:47,,,,0:48:52,48
pee,2024-09-20 11:53:50,2024-09-20 11:53:51,,,,0:0:1,0
comer ,2024-09-20 12:30:54,2024-09-20 15:51:12,,comer ,,3:20:18,200
pee,2024-09-20 13:23:14,2024-09-20 13:23:15,,,,0:0:1,0
Work,2024-09-20 15:59:59,2024-09-20 17:25:01,,,,1:25:2,85
Work,2024-09-20 18:22:40,2024-09-20 19:22:48,,,,1:0:8,60
pee,2024-09-20 18:30:45,2024-09-20 18:30:48,,,,0:0:3,0
